Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,34615,35076,35524,35969,36406,36847,37278,37705,38124,38570,39009,39458,39925,40387,40850,41299,41722,42134,42538,42936,43337,43725,44108,44488,44891,45330,45818,46349,46830,47166,47274,47120,46739,46266,45856,45625,45615,45796,46096,46436,46735,46997,47233,47432,47600,47722,47792,47825,47820,47808,47814,47823,47843,47892,47960,48051,48173,48331,48497
Fiji,FJI,Net migration,SM.POP.NETM,..,..,-3455,..,..,..,..,-14279,..,..,..,..,-15145,..,..,..,..,-22230,..,..,..,..,-12677,..,..,..,..,-66996,..,..,..,..,-33803,..,..,..,..,-38692,..,..,..,..,-58598,..,..,..,..,-23691,..,..,..,..,-51950,..,..,..,..,-31008,..
Fiji,FJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,697947698.51301,722498581.153346,748552617.958705,796151372.036741,834981909.492963,812435168.867152,812435168.867152,920910117.869458,993811403.151533,1019614826.89682,1149133552.97643,1228297210.20436,1320238654.74461,1473556233.66782,1511885640.31216,1519901827.13724,1561488822.32949,1653679307.34359,1684493991.55363,1890420346.01229,1860108269.89211,1977852947.56114,1859607282.04261,1785964546.18026,1935860987.58766,1846550527.46395,1989656493.87706,1858040318.99996,1875798629.86436,2015332395.17535,2132221728.89777,2074651682.07802,2201205463.61083,2248091836.12678,2362744523.3433,2421813101.87764,2538060153.26052,2482222810.54121,2514491755.78077,2735766980.72918,2689258981.99094,2743044147.33452,2830821574.15485,2859129746.53114,3010663631.43676,3031738288.38912,3087900727.57084,3061633390.88777,3093253763.44286,3050380106.78989,3140508835.9485,3225464089.99005,3270985505.31268,3425841168.87686,3617808676.11052,3786536320.71138,3886701171.59242,4088022323.9184,4292423440.1143
Fiji,FJI,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3539.27336864081,..,..,..,..,..,..,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,393481,407249,421665,436293,450542,463968,476404,487981,498940,509704,520562,531635,542844,554138,565415,576626,587557,598296,609383,621585,635307,651021,668280,685497,700483,711775,718639,721783,722930,724594,728573,735401,744469,754963,765609,775425,784386,792736,800157,806303,811006,813925,815257,816076,817860,821604,827870,836190,845361,853637,859818,863449,865069,865608,866453,868627,872399,877459,883483
Finland,FIN,Net migration,SM.POP.NETM,..,..,-64984,..,..,..,..,-97937,..,..,..,..,28880,..,..,..,..,-29377,..,..,..,..,26181,..,..,..,..,18268,..,..,..,..,47223,..,..,..,..,22154,..,..,..,..,31935,..,..,..,..,57558,..,..,..,..,81416,..,..,..,..,70000,..
Finland,FIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,54020839834.6355,58128946694.1798,59862320225.3108,61828857088.9561,65067877138.9059,68518334138.5461,70144152940.6732,71665459589.2979,73316122941.6881,80349549608.1422,84635320495.2761,86630107555.3454,93331366979.2586,99849469096.2651,103081130725.907,104941639688.052,105303040819.575,105555252558.093,108637157806.075,116374216221.742,122645677924.149,124233662847.219,128069196072.583,132066309081.611,136311089463.963,141131994484.793,144979447530.263,150139405211.898,157961456050.64,165998063651.298,167119851165.76,157235671448.603,152008168119.698,150891678303.061,156835695262.809,163433977903.956,169413754324.023,180005176700.83,189776780339.204,198210715276.744,209379586716.485,214783238498.075,218392295141.416,222747002753.638,231492177438.401,237927555871.426,247575988035.367,260412309865.555,262289019320.092,240600244424.183,247799815768.477,254170297403.145,250545347666.329,248646122996.035,247075355590.897,248312368033.055,255195401932.3,262961826943.878,267320507829.469
Finland,FIN,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,18230.7226491344,18629.203092253,19930.4547580492,21194.9641903437,21769.9805285242,22009.2277862992,21992.2381086684,21916.8696849118,22498.581796202,24090.5744473146,25315.7598385249,25406.5387478937,25972.3055755763,26624.5677810289,27371.0897077533,28295.8356646659,29052.0055160823,29984.8934923434,31514.7139338403,32685.5748552683,32617.8297764796,30272.6251363973,28791.8119495936,28268.2908786236,29592.0753760114,30981.8231062059,32259.5509297368,34458.4427556539,36053.7839646168,37958.0608868632,40183.1807590605,41382.2904499804,42125.7964198993,42464.7713258179,44600.3098954217,45547.6155350482,47459.4108973806,49396.1179490303,49455.9068415239,45646.5797992082,46828.4072656665,47383.1773351172,46516.3741778784,45870.8112583199,45649.2366814476,45765.4272465413,47083.3568566913,47758.4015947434,48480.4149339074
Finland,FIN,"Population, total",SP.POP.TOTL,4429634,4461005,4491443,4523309,4548543,4563732,4580869,4605744,4626469,4623785,4606307,4612124,4639657,4666081,4690574,4711440,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5518050
France,FRA,Net migration,SM.POP.NETM,..,..,1417869,..,..,..,..,491613,..,..,..,..,543072,..,..,..,..,258429,..,..,..,..,291570,..,..,..,..,276383,..,..,..,..,122170,..,..,..,..,193631,..,..,..,..,926483,..,..,..,..,446120,..,..,..,..,423831,..,..,..,..,182636,..
France,FRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,608176285777.398,641664128970.243,684477080169.693,721077259044.247,768079514212.744,804778623588.979,846739845823.178,886436354593.11,924189897794.352,988795674791.155,1038354070752.8,1093560406468.51,1142895007278.48,1215406902968.55,1267680569981.33,1255512298177.4,1310211942471.63,1355601771262.2,1409534980791.88,1459573319701.95,1482616264567.88,1498465726468.74,1536008235461.47,1555068022646.43,1578607422854.54,1604224769674.78,1641719936320.68,1683779164604.12,1763643204276.3,1840253414764.51,1894061230965.3,1913914322970.61,1944524371735.37,1932299801031.77,1977870042656.88,2019537736636.02,2048073677368.04,2095922750995.76,2171138280548.45,2245421037160.75,2333523930935.07,2379814544504.35,2406838087998.32,2426650235289.13,2495318441285.82,2536821076615.56,2598956033979.84,2661973862752.29,2668760457227.89,2592078593389.96,2642609548930.36,2700554065723.3,2709010438795.09,2724623188696.84,2750675573588.84,2781288181538.99,2811756203263.22,2875307593512.96,2924903217192.47
France,FRA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,20985.616472987,21736.8227537399,22914.0873645093,23699.9626700841,23340.2403711664,24234.5819051004,24944.9259224708,25855.3940761794,26695.7569395078,27075.0321426007,27202.3314106775,27633.1405019745,27643.5402035299,27844.118514368,28278.8616629172,28938.8520528814,29619.2565812682,30809.0213816828,31883.7159731998,32638.3999455562,32769.6444463771,33171.4226102203,32851.3329723836,33447.9022854521,34032.401423175,34569.1211421007,35379.8047301063,36547.6879740329,37863.1682081089,38915.8167084081,39486.9919663408,39350.3147474188,39505.721357157,40347.3195315212,40839.9747424944,41664.0151736233,42407.9450283297,42356.8285017447,40983.5740885752,41579.0250726489,42419.7037628503,42152.8818369388,42203.348482966,42376.6019362333,42675.5212800688,42960.8900211027,44074.1836154435,..
France,FRA,"Population, total",SP.POP.TOTL,46621669,47240543,47904877,48582611,49230595,49818028,50330262,50775794,51175508,51561836,51957738,52371342,52793138,53207734,53592233,53931390,54220022,54467702,54691851,54917118,55161527,55430296,55718933,56023770,56337666,56654696,56976123,57302663,57627105,57940212,58235697,58559311,58851217,59106768,59327192,59541899,59753100,59964851,60186288,60496718,60912500,61357430,61805267,62244886,62704895,63179351,63621381,64016225,64374984,64707040,65027507,65342780,65659809,65998687,66316100,66593366,66859768,66865144,66987244
French Polynesia,PYF,Net migration,SM.POP.NETM,..,..,3190,..,..,..,..,3344,..,..,..,..,5001,..,..,..,..,4674,..,..,..,..,3650,..,..,..,..,-359,..,..,..,..,-3424,..,..,..,..,3483,..,..,..,..,77,..,..,..,..,-9019,..,..,..,..,-8016,..,..,..,..,-5000,..
French Polynesia,PYF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,78076,80706,83655,86847,90139,93438,96716,99995,103342,106820,110495,114382,118440,122643,126924,131233,135549,139891,144277,148741,153301,157953,162685,167451,172249,177027,181817,186584,191266,195726,199905,203726,207245,210642,214197,218071,222322,226866,231570,236221,240686,244931,248972,252703,255992,258780,261010,262721,264061,265254,266455,267698,268998,270328,271705,273124,274575,276103,277679
Gabon,GAB,Net migration,SM.POP.NETM,..,..,9410,..,..,..,..,16188,..,..,..,..,2999,..,..,..,..,4999,..,..,..,..,4999,..,..,..,..,4999,..,..,..,..,4999,..,..,..,..,9566,..,..,..,..,24820,..,..,..,..,63698,..,..,..,..,100317,..,..,..,..,16301,..
Gabon,GAB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2185116065.60131,2507788728.45896,2694599217.24474,2858765930.71952,2988967099.55027,3238047760.73506,3384019101.66093,3523276660.31173,3611668656.19117,3903596598.83735,4242403104.80399,4677619823.51501,5207920211.5722,5738213230.02661,8004066949.73228,9540056594.85938,12938733999.2861,11310770691.4855,8590620139.78418,8631374495.28825,8851728061.99458,9302752753.63112,9014598089.52999,9520158446.65818,10235017844.0222,9996240063.52899,9915910504.90297,8215724303.74084,9271063112.44527,10063304194.7561,10585814826.4062,11232873126.3755,10885760985.9173,11315373531.2553,11735485609.8244,12319190798.347,12765767503.6889,13498314143.8215,13967763046.8196,12720075459.928,12480560713.2671,12747049816.8665,12715305434.8118,13001060309.9028,13090708218.7965,13441042188.4756,13063808807.6346,13848696552.9606,13390522031.7449,13407974049.0581,14358584300.3006,15376859682.3653,16184310411.783,17096894961.6772,17834619899.8015,18526406863.2095,18913875956.0273,19004617596.7814,19236683662.1516
Gabon,GAB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,7247.30448638558,7741.45166593733,8490.42860103266,9072.62462326493,12089.0514664854,14457.5733649968,19484.6791925436,16737.7922429821,11840.8462985182,11128.4055638193,11121.6230281172,11596.2302005393,10992.6987715585,11325.455159001,12354.2805296189,11712.641833145,11517.3403530525,9288.10097225687,10193.0402456111,10942.2273641747,10654.3880745911,11031.0228320975,10170.5024983799,10183.5652268945,10517.3420003333,10622.6758973014,10701.7144132762,10953.9902447952,11482.9485773873,9992.42016038969,8869.9544355076,9364.36034835873,9458.02347595435,9279.88835739711,8554.78473353479,8985.77553306103,8045.37699027056,8094.33004123113,7450.12528427695,7811.37154886942,7679.32347274917,7598.87789074271,8253.8914218749,8537.05629921328,9299.59681826488,8986.13893699885,8987.88634674234,8918.47268948181,..
Gabon,GAB,"Population, total",SP.POP.TOTL,500928,505799,511287,517580,524895,533361,543112,554059,565766,577646,589314,600613,611704,622920,634742,647536,661402,676255,692077,708788,726328,744696,763930,784061,805115,827108,850048,873867,898469,923711,949488,975783,1002579,1029778,1057255,1084946,1112955,1141338,1170061,1199052,1228360,1258003,1288315,1319953,1353795,1390549,1430152,1472575,1518540,1568928,1624140,1684635,1749682,1817071,1883800,1947686,2007873,2064823,2119275
"Gambia, The",GMB,Net migration,SM.POP.NETM,..,..,5282,..,..,..,..,13403,..,..,..,..,14403,..,..,..,..,14580,..,..,..,..,14883,..,..,..,..,60597,..,..,..,..,2620,..,..,..,..,-4570,..,..,..,..,1517,..,..,..,..,-15436,..,..,..,..,-15436,..,..,..,..,-15436,..
"Gambia, The",GMB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,172396307.285248,172396307.285248,188905224.997596,193506054.977634,205414120.711582,205278799.98292,205774968.655222,224809830.772406,238025936.754551,267525512.428171,287191916.742387,297070101.15166,315834374.607593,311639515.612882,331179561.331426,342180995.34207,339564738.858774,376520342.812314,389831305.734665,386664843.800793,402483576.080668,412361861.682411,430822588.530011,456222690.109832,472459105.303368,487138596.178696,503597492.489574,518766358.330093,519567055.796184,524148847.072996,535803536.030335,562057904.009282,581729923.33909,618960634.003418,653003469.07867,690877673.4063,668424146.862301,714344882.61837,764706196.707623,757505142.48258,766020256.530079,793834647.860857,839358222.597469,893494275.576624,951806368.699129,910925126.164567,961934759.06352,1008001063.31398,998523479.180699,1057119308.54683,1061406948.40001,1109783031.57005,1183028657.50048
"Gambia, The",GMB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,514.108911516398,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,365047,372445,379894,387641,396011,405259,415478,426629,438603,451228,464410,478116,492426,507432,523251,539979,557805,576757,596536,616768,637246,657579,678113,700199,725694,755787,791147,831023,873444,915635,955593,992673,1027475,1060862,1094212,1128575,1164091,1200526,1238125,1277133,1317703,1360074,1404261,1449925,1496527,1543741,1591445,1639848,1689285,1740279,1793196,1848147,1905011,1963711,2024042,2085860,2149139,2213894,2280102
Georgia,GEO,Net migration,SM.POP.NETM,..,..,96284,..,..,..,..,85200,..,..,..,..,-73426,..,..,..,..,-95445,..,..,..,..,-47827,..,..,..,..,-43659,..,..,..,..,-591854,..,..,..,..,-653597,..,..,..,..,-148337,..,..,..,..,-119811,..,..,..,..,-95340,..,..,..,..,-50000,..
Georgia,GEO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,6982078742.16024,7508222452.84829,7977486321.87752,8332989822.11306,8731152552.39051,9783441207.62341,10025183790.6845,10309585603.7875,10977931454.8839,11944899867.7953,12826546393.2429,13608653298.6089,14547180899.5721,15627909544.1821,16779740561.4006,17547626169.6737,18471933981.5912,18841656859.5869,19652203617.2347,20718713569.5606,21742561001.5596,19965046653.5716,20221007106.3454,21344396900.3301,19808624449.9271,16879280318.5773,13317752061.9424,7338081411.65909,5188023452.84183,4648469337.37306,4769329349.71666,5303494361.21865,5861371093.53083,6043360994.22095,6216760534.14128,6331045839.6454,6635281209.67289,6998485720.69797,7772428884.02626,8222801997.41906,9011333669.977,9860180665.4323,11100488133.3109,11368961454.3006,10953935925.4895,11638500813.5555,12478987824.7209,13271503113.9539,13720978510.9129,14355383493.2391,14768894125.5681,15189305952.9821,15923357459.4625,16674521685.4626
Georgia,GEO,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2978.60618927306,3223.3000045339,3525.5095055095,3619.41506303434,3823.03275980928,3849.59592594446,3858.15511765222,4024.43031852007,..
Georgia,GEO,"Population, total",SP.POP.TOTL,3645600,3703600,3760300,3816100,3870300,3921600,3966700,4005800,4042300,4080300,4119900,4163000,4205300,4242500,4279500,4311200,4342400,4372100,4397700,4430200,4467700,4504500,4542800,4582900,4622200,4662900,4704500,4743500,4790700,4803300,4802000,4835900,4873500,4911100,4836076,4657722,4491699,4349913,4243607,4157192,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3731000
Germany,DEU,Net migration,SM.POP.NETM,..,..,669314,..,..,..,..,871265,..,..,..,..,701731,..,..,..,..,228894,..,..,..,..,23,..,..,..,..,1683737,..,..,..,..,2628459,..,..,..,..,715944,..,..,..,..,824445,..,..,..,..,43087,..,..,..,..,1938576,..,..,..,..,2719112,..
Germany,DEU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,1534052735466.26,1582110001731.5,1650146131454.14,1728981646933.22,1744370771473.92,1729251631520.84,1814836763014.94,1875583307414.87,1932010097618.19,2012195536300.27,2040543923695.74,2051343309319.75,2043243770101.74,2075371942518.59,2133958609820.22,2183635783876.08,2233582942652.01,2264901161041.1,2348866384744.57,2440391178358.35,2568633883305.68,2699846419246.63,2751786253950.05,2725474628466.5,2792449673947.87,2840972414088.64,2864208659763.5,2917173625484.56,2974922531539.87,3034038256878.3,3123907846524.82,3176872812245.88,3176872812245.88,3154319996078.94,3191224606760.15,3213777436171.33,3332692329600.37,3441355939341.45,3478602264776.63,3283144458441.96,3417094562648.95,3542160228939.6,3559587403262.56,3577014590829.77,3654924349507.01,3718482300425.73,3801859415700.92,3883869685204.49,3939226614470.55
Germany,DEU,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,19726.2730847421,20292.5639225728,21046.6621351512,21989.7887013068,22178.7595356712,22088.2105883046,23302.1113589681,24115.2895990384,24938.5524179088,25910.2111258994,26230.3039867267,26306.8333844094,26205.7826701462,26752.3619822845,27699.6871915963,28411.5527532507,29008.3624578371,29345.6341965751,30461.866331438,31455.3521994774,32851.9601584045,34093.2435415528,34434.1426843136,33822.0471632711,34300.7295322363,34712.7939296094,34932.9685263459,35453.5415549455,36013.6556284416,36638.3016889081,37745.1386083622,38251.5388858785,38046.7346396585,37868.7938466868,38948.9551939703,39317.6949546799,41154.1545068822,42447.492092059,42771.155644912,40994.2123504394,42608.8104140148,45227.1439977465,45285.917165042,45349.669347207,46012.0662304647,46510.2539563604,47094.5464867123,47984.054015743,..
Germany,DEU,"Population, total",SP.POP.TOTL,72814900,73377632,74025784,74714353,75318337,75963695,76600311,76951336,77294314,77909682,78169289,78312842,78688452,78936666,78967433,78673554,78336950,78159814,78091820,78126350,78288576,78407907,78333366,78128282,77858685,77684873,77720436,77839920,78144619,78751283,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82927922
Ghana,GHA,Net migration,SM.POP.NETM,..,..,30000,..,..,..,..,-260133,..,..,..,..,-143000,..,..,..,..,-459839,..,..,..,..,-12339,..,..,..,..,-40000,..,..,..,..,-16000,..,..,..,..,-126999,..,..,..,..,25002,..,..,..,..,150000,..,..,..,..,-50000,..,..,..,..,-50000,..
Ghana,GHA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7006722485.21856,7247030225.36389,7544822191.56204,7877245110.79634,8051279253.65703,8161501175.62329,7813960756.81338,8054268496.95871,8083977498.22647,8569515330.79163,9402769804.80786,9893229989.64744,9647120519.54785,9925399833.29743,10605539527.4848,9287098197.66372,8959246653.94356,9162989531.06795,9939638622.70324,9689662534.15216,9735368279.17332,9394331810.84224,8743901117.92262,8344852423.12535,9066479332.60807,9528109760.35767,10023491496.4597,10504107777.7624,11095296690.7877,11659589356.2018,12047715851.8011,12684055283.1414,13176122942.9543,13815164980.6586,14271065398.603,14857951393.3795,15541782825.0752,16193971587.7631,16955151545.4876,17701177685.5596,18356121266.9908,19090366135.7693,19949432531.3042,20986803037.6896,22162064005.5726,23469626649.8108,24971662219.8885,26057135218.8686,28441310710.1085,29819146309.648,32174772955.9748,36694403090.8751,40104336693.384,43036976343.112,44283946407.0262,45248542338.9784,46808618402.5263,50620453198.3387,53791055550.9925
